pl_name,hostname,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_eqt,st_teff,discoverymethod,disc_year
GJ 1148 c,GJ 1148,532.58,0.912,9.71,68.06,99.38,3287.0,Radial Velocity,2017
TOI-5916 b,TOI-5916,2.367128,0.0262,11.35469745,226.61165419,683.0,3613.0,Transit,2026
Kepler-647 b,Kepler-647,16.2254649,0.12237,1.17,1.71,788.0,6020.0,Transit,2016
Kepler-302 b,Kepler-302,30.184104,0.193,4.06,15.5,634.0,5740.0,Transit,2014
Kepler-897 b,Kepler-897,8.0472642,0.077,2.39,6.3,855.0,5839.0,Transit,2016
TOI-2092 b,TOI-2092,4.30325528074,,2.94892961,9.0,1042.0,5842.06,Transit,2026
HD 136352 d,HD 136352,107.245,0.425,2.562,8.82,431.0,5664.0,Radial Velocity,2019
Kepler-1559 b,Kepler-1559,0.971915428,0.01835,0.72,0.299,1609.0,5316.0,Transit,2016
Kepler-815 b,Kepler-815,8.57503552,0.09473,4.11,15.8,1374.0,5028.0,Transit,2016
Kepler-1604 b,Kepler-1604,0.683684256,0.01406,1.41,2.57,2023.0,4976.0,Transit,2016
Kepler-435 b,Kepler-435,8.6001536,0.0948,22.31,266.97,1729.0,6161.0,Transit,2015
HD 22496 b,HD 22496,5.09071,0.051,2.22,5.57,573.0,4385.0,Radial Velocity,2021
HD 191939 d,HD 191939,38.353037,0.2132,2.995,2.8,540.0,5348.0,Transit,2020
HD 128311 c,HD 128311,921.538,1.74,13.0,1204.25787,158.23,4965.0,Radial Velocity,2005
Kepler-1954 b,Kepler-1954,5.883430004,0.0625,1.80235934,3.9,949.0,5840.0,Transit,2021
HD 564 b,HD 564,492.3,1.2,12.5,104.88,261.1,5902.0,Radial Velocity,2014
Kepler-1283 b,Kepler-1283,12.9460978,0.1062,1.91,4.31,764.0,6175.0,Transit,2016
Kepler-1702 b,Kepler-1702,18.5012,0.1275,1.60190793,3.2,555.0,5093.0,Transit,2020
Kepler-26 e,Kepler-26,46.827915,0.22,2.41,6.39,276.0,4486.0,Transit,2014
Kepler-366 c,Kepler-366,12.51616,0.11,1.79,3.86,848.0,6209.0,Transit,2014
K2-204 b,K2-204,7.055908,0.0738,3.17214154,10.2,1148.0,5783.0,Transit,2018
Kepler-1899 b,Kepler-1899,4.095779896,0.0457,1.55098292,3.02,851.0,4791.0,Transit,2021
Kepler-11 c,Kepler-11,13.0241,0.107,2.87,2.9,786.0,5663.0,Transit,2010
Kepler-57 b,Kepler-57,5.72,0.05988,3.135,25.06,850.0,5187.9,Transit,2012
Kepler-359 b,Kepler-359,25.563222,0.178,3.53,12.2,671.0,6248.0,Transit,2014
K2-233 d,K2-233,24.3681,0.1516,2.363,10.3,525.0,4796.0,Transit,2018
TOI-4513 b,TOI-4513,9.76042253684,,2.34587608,6.11,653.0,5623.93,Transit,2026
TOI-2567 b,TOI-2567,5.983944,0.0672,10.92875618,63.88350981,1352.0,5611.0,Transit,2022
G 264-012 c,G 264-012,8.0518,0.0525,1.76,3.75,387.0,3326.0,Radial Velocity,2021
Kepler-1587 b,Kepler-1587,9.4060467,0.08747,1.33,2.33,981.0,5933.0,Transit,2016
BD+48 740 b,BD+48 740,733.0,1.7,13.5,540.311,538.94,4534.0,Radial Velocity,2018
HD 10697 b,HD 10697,1075.3799,2.051,12.8,1825.2885414,259.25,5641.0,Radial Velocity,1999
Kepler-430 c,Kepler-430,110.979,0.4757,1.75,3.71,458.0,5884.0,Transit,2015
GJ 2126 b,GJ 2126,272.7,0.71,13.6,413.1769291,203.08,4159.0,Radial Velocity,2025
Kepler-350 b,Kepler-350,11.189562,0.104,1.85,16.9,1037.0,6186.0,Transit,2014
Kepler-1398 c,Kepler-1398,4.13827595,0.05087,1.03,1.08,1324.0,6126.0,Transit,2016
K2-97 b,K2-97,8.407115,0.0854,13.45077684,174.48779544,1566.0,4673.0,Transit,2016
Kepler-1886 b,Kepler-1886,24.2758007,0.16,2.58158428,7.18,580.0,5745.0,Transit,2021
HD 92788 c,HD 92788,11611.2975,10.5,13.0,1166.4361,91.27,5744.0,Radial Velocity,2019
Kepler-61 b,Kepler-61,59.87756,0.24861,2.15,5.27,273.0,4017.0,Transit,2013
K2-414 c,K2-414,6.669,0.0552,1.9287,4.38,762.62,4343.0,Transit,2022
TOI-206 b,TOI-206,0.7363104,0.0112,1.3,2.24,910.0,3383.0,Transit,2022
Kepler-1403 b,Kepler-1403,5.19492202,0.064,2.14,5.22,1238.0,6060.0,Transit,2016
Kepler-758 c,Kepler-758,4.75793986,0.05768,1.69,3.5,1372.0,6228.0,Transit,2016
Kepler-1206 b,Kepler-1206,1.216997663,0.0201,1.64,3.33,1314.0,4877.0,Transit,2016
Kepler-520 b,Kepler-520,19.67416124,0.14628,1.66,3.39,711.0,6112.0,Transit,2016
Kepler-241 c,Kepler-241,36.065978,0.189,2.57,7.13,397.0,4699.0,Transit,2014
Kepler-299 d,Kepler-299,15.054786,0.118,1.86,4.12,729.0,5617.0,Transit,2014
Kepler-1102 b,Kepler-1102,51.3285623,0.2731,2.66,7.56,546.0,5724.0,Transit,2016
Kepler-617 b,Kepler-617,1.682696148,0.0219,1.32,2.3,750.0,3712.0,Transit,2016
TOI-2141 b,TOI-2141,18.261608,0.1322,3.147,20.1,728.0,5635.0,Transit,2023
Kepler-1127 b,Kepler-1127,5.12330347,0.0556,1.96,4.5,994.0,5664.0,Transit,2016
Kepler-1934 b,Kepler-1934,1.419759989,0.02466,0.91307734,0.702,1700.0,5925.0,Transit,2021
TOI-4214 b,TOI-4214,3.4913885,0.05018,10.68215861,165.27077164,1642.0,6370.0,Transit,2025
HD 210193 b,HD 210193,649.918,1.487,14.3,153.1,235.69,5790.0,Radial Velocity,2019
TOI-7041 b,TOI-7041,9.691,,11.43316031,114.41822652,882.37,4700.0,Transit,2025
HD 100777 b,HD 100777,383.0,1.06,13.7,390.92894061,264.28,5533.0,Radial Velocity,2007
WASP-53 b,WASP-53,3.3098443,0.04101,12.038466,677.61356,1053.0,4953.0,Transit,2017
Kepler-391 b,Kepler-391,7.4175,0.083,2.5,1100.0,930.0,5038.0,Transit,2014
K2-319 b,K2-319,26.68,0.1516,2.79,8.2,641.0,5440.0,Transit,2020
K2-44 b,K2-44,5.657,0.06,2.433,6.5,1211.0,5912.0,Transit,2016
WASP-49 b,WASP-49,2.78174,0.0379,12.44199,117.5971,1400.0,5600.0,Transit,2012
HD 155918 c,HD 155918,17202.19446,13.183,12.8,1878.04805696,77.38,5771.84,Radial Velocity,2022
WASP-65 b,WASP-65,2.3114243,0.0334,12.464,492.62,1480.0,5600.0,Transit,2013
HD 2685 b,HD 2685,4.12688,0.0568,16.14096,371.8611,2061.0,6801.0,Transit,2019
HD 31527 b,HD 31527,16.5535,0.1254,3.22,10.47,832.2,5898.0,Radial Velocity,2019
Kepler-1527 b,Kepler-1527,160.129918,0.6276,4.77,20.4,450.0,6224.0,Transit,2016
TOI-139 b,TOI-139,11.07085,,2.4566,6.6,561.17,4570.0,Transit,2023
TOI-4087 b,TOI-4087,3.1774835,0.04469,13.04725353,232.01473711,1458.0,6060.0,Transit,2023
TOI-2406 b,TOI-2406,3.0766891,0.02267,2.86,15.6,449.0,3100.0,Transit,2021
K2-53 b,K2-53,12.20772,0.098,2.6,7.27,665.0,5263.0,Transit,2016
Kepler-1070 b,Kepler-1070,6.2216147,0.06753,1.73,3.64,1101.0,6261.0,Transit,2016
HD 101581 c,HIP 56998,6.20401,0.0573,0.99,0.937,747.0,4675.0,Transit,2025
HATS-64 b,HATS-64,4.908897,0.06562,18.819911,305.1168,1793.0,6554.0,Transit,2018
Kepler-275 b,Kepler-275,10.300682,0.098,2.34,6.08,1015.0,6165.0,Transit,2014
K2-37 b,K2-37,4.4434,0.05105,1.39,2.51,949.0,5352.0,Transit,2016
Kepler-286 d,Kepler-286,5.914323,0.061,1.33,2.33,919.0,5580.0,Transit,2014
Kepler-277 b,Kepler-277,17.324,0.14168,2.92,87.3,964.0,5946.0,Transit,2013
Kepler-461 b,Kepler-461,8.313783059,0.07895,2.58,7.18,886.0,5634.0,Transit,2016
Kepler-967 b,Kepler-967,13.22713379,0.1027,2.35,6.12,638.0,5178.0,Transit,2016
Kepler-1017 b,Kepler-1017,7.23400469,0.07196,1.99,4.62,831.0,5473.0,Transit,2016
Kepler-1055 b,Kepler-1055,2.295036233,0.0335,1.23,2.04,1304.0,5723.0,Transit,2016
HD 168443 b,HD 168443,58.11187,0.292,12.6,2424.3950886,641.03,5491.0,Radial Velocity,1998
TOI-4600 c,TOI-4600,482.8191,1.152,9.42,2946.26933289,191.0,5170.0,Transit,2023
Kepler-1409 b,Kepler-1409,0.764864926,0.01553,1.04,1.12,1733.0,5160.0,Transit,2016
GJ 317 c,GJ 317,6500.0,5.04,13.6,454.49462201,47.67,3496.0,Radial Velocity,2016
TOI-5380 b,TOI-5380,3.77229247873,,3.48093238,11.9,1479.0,6400.78,Transit,2026
GJ 3138 b,GJ 3138,1.22003,0.0197,1.18,1.78,902.98,3717.0,Radial Velocity,2017
Kepler-107 d,Kepler-107,7.95839,0.08377,0.86,7.7,1173.0,5854.0,Transit,2014
Kepler-467 b,Kepler-467,24.99324193,0.16848,2.25,5.69,712.0,5809.0,Transit,2016
Kepler-402 c,Kepler-402,6.124821,0.068,1.56,3.05,1140.0,6090.0,Transit,2014
Kepler-1109 b,Kepler-1109,37.6467384,0.2466,2.19,5.43,787.0,5893.0,Transit,2016
Kepler-1034 b,Kepler-1034,12.12400943,0.0965,2.26,5.73,675.0,5198.0,Transit,2016
Kepler-779 b,Kepler-779,7.09714223,0.0533,0.92,0.721,425.0,3804.0,Transit,2016
Kepler-1888 b,Kepler-1888,11.39169979,0.0956,1.32578716,2.32,886.0,5557.0,Transit,2021
HD 231701 b,HD 231701,141.63,0.567,13.7,359.1479,483.27,6101.0,Radial Velocity,2007
Kepler-1097 b,Kepler-1097,187.747029,0.5791,3.26,10.7,267.0,5211.0,Transit,2016
TOI-1386 c,TOI-1386,232.0,0.75,10.3,75.2,327.4,5735.0,Radial Velocity,2024
BEBOP-3 b,BEBOP-3,547.0,1.444,14.2,177.34825111,287.88,6033.0,Radial Velocity,2025
Kepler-1081 b,Kepler-1081,3.856918547,0.04662,1.01,1.01,972.0,5345.0,Transit,2016
K2-242 b,K2-242,6.51389,0.0494,2.54,6.99,416.0,3459.0,Transit,2018
WASP-70 A b,WASP-70 A,3.7130203,0.04853,13.047,187.512,1387.0,5763.0,Transit,2014
Kepler-158 c,Kepler-158,28.551383,0.158,1.9,4.27,418.0,4623.0,Transit,2014
Kepler-1990 b,Kepler-1990,1.73513619,0.0286,3.27,10.7,1554.0,5751.0,Transit,2023
Kepler-1071 b,Kepler-1071,6.1799844,0.0629,2.38,6.26,814.0,5215.0,Transit,2016
TOI-1855 b,TOI-1855,1.36414864,0.02398,18.49481816,360.09958513,1701.0,5359.0,Transit,2024
HD 45184 c,HD 45184,13.1354,0.11,2.91,8.81,884.78,5869.0,Radial Velocity,2019
K2-148 c,K2-148,6.9226,0.0616,1.73,3.64,630.02,4079.0,Transit,2018
Kepler-1233 b,Kepler-1233,45.1263042,0.263,2.6,7.27,604.0,6198.0,Transit,2016
HIP 116454 b,HIP 116454,9.1004157,0.0792,2.469,9.7,753.2,5048.0,Transit,2014
Kepler-1637 b,Kepler-1637,6.10960324,0.0596,0.89,0.64,1093.0,5789.0,Transit,2016
HD 13189 b,HD 13189,471.60001,1.25,12.4,3480.2385,1115.98,4175.0,Radial Velocity,2005
Kepler-1887 b,Kepler-1887,19.94750023,0.1421,2.92454357,8.88,625.0,5749.0,Transit,2021
TOI-1422 c,TOI-1422,34.5633,0.205,2.61,14.0,628.0,5840.0,Radial Velocity,2025
TOI-1749 c,TOI-1749,4.4929,0.0443,2.12,14.0,673.0,3985.0,Transit,2021
Kepler-804 b,Kepler-804,14.37457351,0.11287,1.94,4.42,779.0,5817.0,Transit,2016
Kepler-1565 b,Kepler-1565,1.538188437,0.0241,1.19,1.81,1234.0,4940.0,Transit,2016
TOI-5398 c,TOI-5398,4.77271,0.057,3.52,11.8,1242.0,6000.0,Transit,2023
Kepler-920 b,Kepler-920,6.53192704,0.065,2.42,6.44,907.0,5403.0,Transit,2016
TOI-1669 b,TOI-1669,500.0,1.27,14.1,191.0,241.72,5497.0,Radial Velocity,2023
HD 191806 b,HD 191806,1603.38923,2.749,12.5,2966.61035094,206.98,6010.0,Radial Velocity,2016
Kepler-99 b,Kepler-99,4.60358,0.05071,1.48,6.15,810.0,4782.0,Transit,2014
HD 222076 b,HD 222076,871.0,1.83,13.5,495.8148,346.88,4806.0,Radial Velocity,2016
Kepler-1991 b,Kepler-1991,13.26079792,0.1065,1.47,2.76,760.0,5478.0,Transit,2023
Kepler-134 c,Kepler-134,10.105785,0.092,1.26,2.13,892.0,5983.0,Transit,2014
Kepler-930 b,Kepler-930,71.4517775,0.34593,2.13,5.18,561.0,6335.0,Transit,2016
HD 154672 b,HD 154672,163.94,0.6,12.8,1706.7471,410.76,5743.0,Radial Velocity,2008
Kepler-371 c,Kepler-371,67.968015,0.313,1.78,3.82,443.0,5666.0,Transit,2014
Kepler-1610 c,Kepler-1610,44.9851885,0.2323,2.09,5.02,433.0,5295.0,Transit,2023
K2-86 b,K2-86,8.77683,0.077,1.96,4.5,830.49,5482.0,Transit,2016
Kepler-377 c,Kepler-377,27.014976,0.182,2.06,4.9,677.0,5949.0,Transit,2014
Kepler-1782 b,Kepler-1782,5.756229877,0.05825,2.22927435,5.6,773.0,4931.0,Transit,2021
Kepler-198 d,Kepler-198,1.31184443,0.02342,1.53,2.96,1562.0,5636.0,Transit,2016
TOI-1444 b,TOI-1444,0.4702743,0.0116,1.41792246,3.58,2130.02,5460.0,Transit,2021
K2-338 b,K2-338,3.850614,,1.03,1.08,783.0,4558.0,Transit,2021
HD 40979 b,HD 40979,264.14999,0.85,12.9,1484.2661,354.69,6165.0,Radial Velocity,2002
K2-326 b,K2-326,1.256,0.0198,2.28,5.82,1114.0,3924.0,Transit,2020
Kepler-329 c,Kepler-329,18.684737,0.113,1.93,4.38,402.0,4257.0,Transit,2014
Kepler-487 d,Kepler-487,2.418390036,0.03445,2.77513568,8.12,1226.0,5422.0,Transit,2021
Kepler-1575 b,Kepler-1575,2.55314213,0.0366,1.31,2.27,1312.0,5667.0,Transit,2016
Kepler-729 b,Kepler-729,3.166353714,0.0432,3.58,12.5,1273.0,5633.0,Transit,2016
Kepler-26 b,Kepler-26,12.28,0.08551,2.78,5.12,431.0,3914.0,Transit,2011
Kepler-797 b,Kepler-797,27.07237711,0.181,2.17,5.35,605.0,5680.0,Transit,2016
Kepler-199 c,Kepler-199,67.093408,0.316,3.25,10.6,420.0,5644.0,Transit,2014
HD 74156 b,HD 74156,51.63564,0.28,13.5,532.36258173,679.63,6068.0,Radial Velocity,2003
K2-275 b,K2-275,3.2809626,0.0277,2.34,6.08,1166.0,4841.0,Transit,2018
Kepler-82 c,Kepler-82,51.54,0.2626,5.34,13.9,450.0,5401.0,Transit,2012
HIP 65407 c,HIP 65407,67.3,0.316,13.9,249.17872,457.04,5460.0,Radial Velocity,2016
HIP 12961 b,HIP 12961,57.435,0.25,13.2,114.4188,303.32,3901.0,Radial Velocity,2010
Kepler-1572 b,Kepler-1572,5.49548621,0.05838,0.94,0.779,1293.0,5618.0,Transit,2016
KOI-1783.01,KOI-1783,134.4628,0.52661,8.86,71.0,412.0,5922.0,Transit,2020
HD 106252 b,HD 106252,1535.0,2.655,12.5,3178.28407,178.13,5874.0,Radial Velocity,2002
K2-128 b,K2-128,5.675819,0.056,1.42,2.6,803.1,4469.51,Transit,2017
HD 173416 b,HD 173416,322.03,1.158,13.4,585.12209729,771.03,4683.0,Radial Velocity,2008
TOI-1736 c,TOI-1736,571.25,1.37,12.5,2800.0,249.0,5636.0,Radial Velocity,2023
HD 99706 b,HD 99706,841.0,1.98,13.7,390.9309,391.46,4862.0,Radial Velocity,2011
Kepler-133 b,Kepler-133,8.129976,0.083,1.76,3.75,1041.0,5736.0,Transit,2014
HD 132406 b,HD 132406,908.0,1.98,12.8,1887.90073758,228.73,5766.0,Radial Velocity,2007
KIC 5437945 b,KIC 5437945,440.7813,1.19671,6.4,33.6,308.0,6340.0,Transit,2015
TOI-2969 b,TOI-2969,1.8237146,0.0261,12.32987877,368.68095212,1186.0,4738.0,Transit,2025
Kepler-1370 b,Kepler-1370,20.2641684,0.15763,1.84,4.04,770.0,6202.0,Transit,2016
Kepler-1429 b,Kepler-1429,4.48487493,0.055,1.29,2.21,1199.0,5902.0,Transit,2016
Kepler-1086 b,Kepler-1086,18.78425728,0.1198,2.44,6.53,433.0,4350.0,Transit,2016
Kepler-257 b,Kepler-257,2.382667,0.034,2.61,7.32,1237.0,5180.0,Transit,2014
HD 212301 b,HD 212301,2.24571,0.03,14.2,162.0933,1870.75,6239.0,Radial Velocity,2005
K2-189 b,K2-189,2.58812,0.0361,1.403,2.55,1203.0,5442.0,Transit,2018
Kepler-1091 b,Kepler-1091,1.434741564,0.0252,1.46,2.73,1664.0,5851.0,Transit,2016
TOI-1294 b,TOI-1294,3.915292,0.051,10.12369881,63.9,1392.74,5718.0,Transit,2024
Kepler-1680 b,Kepler-1680,8.77424,0.07642,1.35954736,2.42,771.0,5021.0,Transit,2020
HD 13724 c,HD 13724,142.22895,0.534,8.18,50.85254512,393.06,5835.31,Radial Velocity,2022
Kepler-318 b,Kepler-318,4.662715,0.056,4.71,19.9,1039.0,5746.0,Transit,2014
Kepler-1513 b,Kepler-1513,160.8842,0.56971,8.594,48.30991786,346.0,5491.0,Transit,2016
TOI-1478 b,TOI-1478,10.1802117,0.0818,11.99360935,279.68899816,918.0,5597.0,Transit,2021
Kepler-29 b,Kepler-29,10.33974,0.08482,2.55,5.0,777.0,5378.0,Transit,2011
HD 185269 b,HD 185269,6.83776,0.077,13.8,321.0083,1455.61,5923.0,Radial Velocity,2006
Kepler-47 b,Kepler-47,49.4643,0.2877,3.05,2.07,490.2,5636.0,Transit,2012
HATS-16 b,HATS-16,2.686502,0.03744,14.5717,1039.3041,1592.0,5738.0,Transit,2016
K2-3 c,K2-3,24.646729,0.1357,1.582,2.68,371.8,3844.0,Transit,2015
KOI-351 b,KOI-351,7.008151,0.074,1.31,2.27,1062.0,6080.0,Transit,2013
Kepler-1629 b,Kepler-1629,3.87595807,0.0485,0.77,0.381,1081.0,5776.0,Transit,2016
Kepler-918 b,Kepler-918,4.85386933,0.0569,1.74,3.68,1052.0,6028.0,Transit,2016
Kepler-1860 b,Kepler-1860,12.73719978,0.10625,1.13863767,1.55,697.0,5420.0,Transit,2021
K2-80 c,K2-80,5.605,0.0596,1.47,2.76,1002.42,5441.0,Transit,2016
HATS-3 b,HATS-3,3.547851,0.0485,15.48,340.382,1648.0,6351.0,Transit,2013
K2-289 b,K2-289,13.156969,0.107,9.1,61.0,753.0,5529.0,Transit,2019
TOI-5108 b,TOI-5108,6.753581,0.073,6.6,32.0,1180.0,5808.0,Transit,2025
Kepler-1718 b,Kepler-1718,135.1880035,0.48418,2.5685207,7.12,345.0,5731.0,Transit,2021
HD 73344 d,HD 73344,5823.0,6.7,13.2,810.46243785,126.51,6148.0,Radial Velocity,2025
Kepler-561 c,Kepler-561,5.350161983,0.05947,2.68,7.65,989.0,5646.0,Transit,2016
HD 125612 d,HD 125612,2822.72698,3.982,12.7,2281.37230545,147.48,5900.0,Radial Velocity,2009
HD 109988 b,HD 109988,17132.15854,12.518,12.1,6935.33366915,65.91,5185.97,Radial Velocity,2022
HD 28109 b,HD 28109,22.891054,0.1357,2.69,6.2,867.0,6189.0,Transit,2022
Kepler-154 e,Kepler-154,3.93276465,0.04766,1.5,2.86,1140.0,5769.0,Transit,2016
Kepler-166 d,Kepler-166,1.554003928,0.02449,1.73,3.64,1313.0,5350.0,Transit,2016
NGTS-17 b,NGTS-17,3.24253,0.0391,13.89913607,242.82090295,1457.0,5650.0,Transit,2021
Kepler-585 b,Kepler-585,2.752359753,0.03841,2.83,8.4,1178.0,5593.0,Transit,2016
Kepler-1987 d,Kepler-1987,5.644914154,0.0571,2.66,7.56,744.0,4769.0,Transit,2023
Qatar-4 b,Qatar-4,1.8053564,0.02803,12.722215,1938.763,1385.0,5215.0,Transit,2017
HD 224018 d,HD 224018,138.0731,0.53,2.4,4.2,411.0,5784.0,Transit,2025
K2-126 b,K2-126,7.385655,0.0656,1.97,4.54,601.0,4339.0,Transit,2017
HD 125612 b,HD 125612,557.69994,1.349,13.2,945.22168242,253.38,5900.0,Radial Velocity,2007
K2-203 b,K2-203,9.6952,0.0824,1.26549392,2.14,738.4,5026.0,Transit,2018
Kepler-1556 b,Kepler-1556,8.82713457,0.0829,1.96,4.5,797.0,5608.0,Transit,2016
HATS-40 b,HATS-40,3.2642736,0.04997,17.71022,505.3497,2101.0,6460.0,Transit,2018
HD 75898 c,HD 75898,6717.0,7.39,12.6,2698.36317543,135.2,6122.0,Radial Velocity,2024
Kepler-1209 b,Kepler-1209,25.369116,0.17515,1.51,2.89,755.0,6210.0,Transit,2016
TOI-5126 b,TOI-5126,5.4588385,0.06519,4.74,20.2,1442.0,6150.0,Transit,2023
TOI-1266 d,TOI-1266,32.509,0.1513,1.74,3.68,288.0,3563.0,Transit Timing Variations,2025
Kepler-1943 b,Kepler-1943,4.850180149,0.05975,1.54869189,3.02,1098.0,6032.0,Transit,2021
Gl 378 b,Gl 378,3.822,0.039435,3.66,13.02,830.0,3879.0,Radial Velocity,2019
HD 192263 b,HD 192263,24.3556,0.15,14.2,177.9848,486.0,4976.0,Radial Velocity,1999
Kepler-1674 b,Kepler-1674,62.5611,0.3017,3.2057749,10.4,417.0,5473.91,Transit,2020
HD 147379 b,HD 147379,86.58,0.3193,4.94,21.6,276.66,4090.0,Radial Velocity,2017
HD 136352 c,HD 136352,27.59221,0.1721,2.916,11.24,677.0,5664.0,Radial Velocity,2019
Kepler-584 b,Kepler-584,35.1810304,0.2281,4.21,16.5,664.0,6195.0,Transit,2016
HD 28185 b,HD 28185,385.92,1.034,12.8,1859.29618095,271.95,5602.0,Radial Velocity,2001
Kepler-1644 b,Kepler-1644,21.0907758,0.142,1.88,4.19,606.0,5499.0,Transit,2016
Kepler-1786 b,Kepler-1786,78.5460968,0.35722,3.16305828,10.1,501.0,5808.0,Transit,2021
HD 142415 b,HD 142415,386.29999,1.06,13.5,530.7761,283.72,5940.0,Radial Velocity,2003
K2-153 b,K2-153,7.51574,0.0614,2.0,4.66,497.0,3845.0,Transit,2018
TOI-2641 b,TOI-2641,4.880974,0.0607,18.10250383,122.6817651,1387.0,6100.0,Transit,2023
Kepler-850 b,Kepler-850,7.19303878,0.0744,1.78,3.82,995.0,5932.0,Transit,2016
WASP-10 b,WASP-10,3.0927616,0.03781,12.106,1001.12,1370.0,4675.0,Transit,2008
Kepler-127 d,Kepler-127,48.630408,0.28,2.64,7.46,590.0,6106.0,Transit,2014
CoRoT-12 b,CoRoT-12,2.828042,0.04016,16.14,291.438,1442.0,5675.0,Transit,2010
Kepler-357 d,Kepler-357,49.499875,0.246,3.43,11.6,402.0,5036.0,Transit,2014
Kepler-563 b,Kepler-563,22.18432708,0.1418,3.09,9.75,546.0,5066.0,Transit,2016
HD 110113 c,HD 110113,6.744,0.068,2.11384817,10.5,990.0,5732.0,Radial Velocity,2021
Kepler-1022 b,Kepler-1022,10.99469878,0.0805,2.36,6.17,512.0,4445.0,Transit,2016
HD 20781 e,HD 20781,85.5073,0.3374,3.83,14.03,398.38,5256.0,Radial Velocity,2019
G 264-012 b,G 264-012,2.30538,0.02279,1.39,2.5,587.0,3326.0,Radial Velocity,2021
Kepler-595 b,Kepler-595,25.3029092,0.1582,3.708,17.4,535.0,5138.5,Transit,2016
Kepler-433 b,Kepler-433,5.33408384,0.0679,16.25,896.24,1776.0,6360.0,Transit,2015
Kepler-1340 b,Kepler-1340,0.665026916,0.01523,1.55,3.02,2174.0,6331.0,Transit,2016
Kepler-1115 b,Kepler-1115,23.5540725,0.2134,1.7,3.53,1381.0,8480.0,Transit,2016
Kepler-104 c,Kepler-104,23.668205,0.153,3.13,7.14430805,668.0,5711.0,Transit,2014
Kepler-182 b,Kepler-182,9.825792,0.096,2.58,7.18,935.0,6250.0,Transit,2014
Kepler-1336 c,Kepler-1336,5.77721211,0.06272,1.71,3.57,1260.0,5512.0,Transit,2016
TOI-216.02,TOI-216,17.16073,0.1293,8.0,18.75187601,628.0,5026.0,Transit,2019
WASP-186 b,WASP-186,5.026799,0.06,12.44199,1341.2426,1378.4,6361.0,Transit,2020
WASP-190 b,WASP-190,5.367753,0.0663,12.89035,317.83,1500.0,6400.0,Transit,2019
Kepler-325 b,Kepler-325,4.544439,0.053,2.91,8.8,1017.0,5752.0,Transit,2014
Kepler-1618 b,Kepler-1618,6.10826019,0.07109,1.26,2.13,1267.0,6620.0,Transit,2016
K2-239 d,K2-239,10.115,0.0685,1.1,1.37,399.0,3420.0,Transit,2018
WASP-64 b,WASP-64,1.5732918,0.02648,14.247,403.945,1689.0,5400.0,Transit,2012
Kepler-136 c,Kepler-136,16.399235,0.133,1.99,4.62,847.0,6165.0,Transit,2014
Kepler-238 b,Kepler-238,2.090876,0.034,1.73,3305.02,1642.0,5751.0,Transit,2014
Kepler-880 c,Kepler-880,11.8061737,0.1216,2.87,8.6,1407.0,6900.0,Transit,2023
HD 142 b,HD 142,351.43394,1.039,12.7,2256.5816897,358.19,6245.0,Radial Velocity,2001
EPIC 249893012 d,EPIC 249893012,35.747,0.22,3.94,10.18,752.0,5430.0,Transit,2020
HD 114783 b,HD 114783,493.7,1.16,13.7,349.6,210.79,5135.0,Radial Velocity,2001
TOI-4495 b,TOI-4495,2.56699,0.03957,2.483,7.7,1735.0,6210.0,Transit,2026
Kepler-273 c,Kepler-273,8.014927,0.073,1.98,4.58,865.0,5626.0,Transit,2014
HIP 54373 c,HIP 54373,15.144,0.099,3.57,12.44,463.2,4021.0,Radial Velocity,2019
Kepler-398 c,Kepler-398,11.419412,0.087,1.01,1.01,536.0,4493.0,Transit,2014
Kepler-940 b,Kepler-940,59.6225257,0.3059,3.34,11.1,486.0,5769.0,Transit,2016
Kepler-1705 b,Kepler-1705,9.03502,0.08,2.03,4.47,789.0,6312.0,Transit,2021
Kepler-677 b,Kepler-677,6.57531678,0.067,5.38,25.0,1015.0,5723.0,Transit,2016
Kepler-67 b,Kepler-67,15.7259,0.1171,2.94,8.96,602.0,5331.0,Transit,2013
HD 108236 e,HD 108236,19.590025,0.1367,3.083,9.71,636.0,5660.0,Transit,2020
Kepler-534 c,Kepler-534,7.378689766,0.0761,1.227,2.02,933.0,5936.0,Transit,2021
Kepler-524 c,Kepler-524,1.88897906,0.03046,0.96,0.84,1574.0,6014.0,Transit,2016
Kepler-1246 b,Kepler-1246,11.32271513,0.0848,1.36,2.42,554.0,4611.0,Transit,2016
GJ 625 b,GJ 625,14.628,0.078361,1.49,2.82,335.59,3499.0,Radial Velocity,2017
TOI-2447 b,TOI-2447,69.33684,0.347,9.60609646,124.90656395,414.0,5730.0,Transit,2024
Kepler-1982 b,Kepler-1982,3.82315697,0.0511,0.77,0.381,1282.0,6202.0,Transit,2023
HD 154391 b,HD 154391,5163.0,7.46,12.5,2892.2385037,253.57,4909.0,Radial Velocity,2023
TOI-2583 A b,TOI-2583 A,4.5207265,0.0571,14.4595851,79.45710175,1456.0,5936.0,Transit,2023
Kepler-1345 b,Kepler-1345,44.6169557,0.26412,2.36,6.17,693.0,6449.0,Transit,2016
TOI-4137 b,TOI-4137,3.8016122,0.05222,13.57407563,457.67290608,1570.0,6202.0,Transit,2022
