pl_name,hostname,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_eqt,st_teff,discoverymethod,disc_year
WASP-14 b,WASP-14,2.24375,0.037,15.46842,2809.6172,1872.0,6475.0,Transit,2008
Kepler-1262 b,Kepler-1262,8.67900242,0.083,1.82,3.97,949.0,5771.0,Transit,2016
WASP-180 A b,WASP-180 A,3.409264,0.048,13.89916,286.047,1540.0,6600.0,Transit,2019
HD 5891 b,HD 5891,177.11,0.64,12.6,2425.0429,918.78,4673.0,Radial Velocity,2011
Kepler-1632 b,Kepler-1632,448.303558,0.6762,2.47,6.66,369.0,6137.0,Transit,2016
GJ 3512 c,GJ 3512,2354.0,1.731,14.3,143.97626837,42.92,3141.0,Radial Velocity,2020
HD 43691 b,HD 43691,36.9987,0.238,13.2,810.4665,761.79,6093.0,Radial Velocity,2007
Kepler-780 b,Kepler-780,0.677375164,0.015,0.89,0.64,2099.0,5769.0,Transit,2016
Kepler-986 b,Kepler-986,56.4349938,0.29131,2.36,6.17,465.0,5642.0,Transit,2016
TOI-4602.01,TOI-4602,3.9812999,0.04747,2.45,5.53,1344.0,5966.0,Transit,2024
Kepler-1980 b,Kepler-1980,33.0257179,0.2049,2.21,5.52,564.0,5819.0,Transit,2023
TOI-1806.01,TOI-1806,15.1454693,0.087735044,3.4095367,11.5,337.47,3272.0,Transit,2024
WASP-71 b,WASP-71,2.90367,0.046,13.22662,441.7837,2016.1,6050.0,Transit,2012
Kepler-78 b,Kepler-78,0.35500745,0.00901,1.201,1.68,2223.0,5058.0,Transit,2013
K2-162 b,K2-162,9.45889,0.0795,1.44,2.67,631.0,4842.0,Transit,2018
K2-224 b,K2-224,4.47904,0.0516,1.56,3.05,1002.0,5620.0,Transit,2018
K2-224 c,K2-224,10.09489,0.0886,2.41,6.39,764.0,5620.0,Transit,2018
K2-228 b,K2-228,2.69828,0.0338,1.21,1.92,914.0,4715.0,Transit,2018
K2-229 b,K2-229,0.584216,0.0131,1.0,2.55,1818.0,5315.0,Transit,2018
K2-229 c,K2-229,8.32727,0.0769,2.03,7.0,750.0,5315.0,Transit,2018
BD-08 2823 c,BD-08 2823,237.6,0.68,12.5,104.0,233.85,4746.0,Radial Velocity,2009
CoRoT-20 b,CoRoT-20,9.24285,0.09,9.41556,1366.669,1024.0,5880.0,Transit,2011
CoRoT-2 b,CoRoT-2,1.7429935,0.02798,16.432,1102.82,1521.0,5625.0,Transit,2008
CoRoT-7 b,CoRoT-7,0.85359163,0.017016,1.68135,4.07660518,1756.0,5275.0,Transit,2009
CoRoT-7 c,CoRoT-7,3.698,0.046,2.83,8.4,1098.59,5256.0,Radial Velocity,2009
gam Cep b,gam Cep,913.0,2.13,12.7,2097.6674862,343.48,4775.0,Radial Velocity,2003
GJ 849 b,GJ 849,1925.31,2.32,13.9,283.82076745,73.63,3467.0,Radial Velocity,2006
HAT-P-27 b,HAT-P-27,3.039577,0.04,11.43,197.05,1091.99,5316.0,Transit,2011
HD 103197 b,HD 103197,47.84,0.25,5.83,28.6047,474.97,5250.0,Radial Velocity,2011
HD 104067 b,HD 104067,55.851,0.2674,9.2,62.1,407.83,4952.0,Radial Velocity,2011
HD 134987 b,HD 134987,258.17999,0.81,13.5,511.7063,339.45,5736.0,Radial Velocity,1999
HD 134987 c,HD 134987,5000.0,5.8,13.9,260.0,125.03,5585.0,Radial Velocity,2009
HD 181433 d,HD 181433,6896.1,6.74,13.2,858.1366989,81.19,4918.0,Radial Velocity,2008
HD 39091 b,HD 39091,2088.8,3.28,12.3,4481.3805387,172.74,5998.0,Radial Velocity,2001
HD 60532 b,HD 60532,201.9,0.77,13.8,336.8998,550.16,6245.0,Radial Velocity,2008
HD 60532 c,HD 60532,600.1,1.6,13.3,797.7533,381.66,6245.0,Radial Velocity,2008
HD 63765 b,HD 63765,358.0,0.94,14.2,168.4499,246.9,5449.0,Radial Velocity,2011
HD 85390 b,HD 85390,799.52,1.373,6.16,31.46517,190.89,5186.0,Radial Velocity,2011
HD 90156 b,HD 90156,49.77,0.25,4.43,17.98,518.01,5599.0,Radial Velocity,2011
HD 97658 b,HD 97658,9.4897116,0.0805,2.12,8.3,751.0,5212.0,Radial Velocity,2010
HIP 70849 b,HIP 70849,3649.0,3.99,12.9,1430.2278315,78.85,4105.0,Radial Velocity,2011
WASP-33 b,WASP-33,1.21987,0.0239,17.855937,665.21819,2781.7,7430.0,Transit,2010
alf Ari b,alf Ari,380.8,1.2,13.4,572.07,747.22,4553.0,Radial Velocity,2010
Kepler-454 c,Kepler-454,524.19,1.287,12.9,1433.40611557,249.58,5687.0,Radial Velocity,2015
WASP-126 b,WASP-126,3.28883,0.0449,10.51358773,90.3,1480.0,5800.0,Transit,2016
HD 17674 b,HD 17674,623.8,1.42,13.9,276.5121,259.52,5904.0,Radial Velocity,2017
HD 42012 b,HD 42012,857.5,1.67,13.5,508.528,182.63,5405.0,Radial Velocity,2017
HD 29021 b,HD 29021,1365.0,2.294,12.9,1420.69297929,163.2,5560.0,Radial Velocity,2017
CoRoT-20 c,CoRoT-20,1675.0,2.9,12.2,5403.11,168.16,5880.0,Radial Velocity,2018
pi Men c,HD 39091,6.2678399,0.06839,2.0189,3.63,1169.8,5998.0,Transit,2018
Qatar-7 b,Qatar-7,2.032046,0.0352,19.0553,597.5204,2053.0,6387.0,Transit,2019
DMPP-1 b,DMPP-1,17.812,0.1423,4.26,16.8,877.0,6196.0,Radial Velocity,2019
DMPP-1 c,DMPP-1,10.03,0.0973,3.31,10.94,1239.0,6196.0,Radial Velocity,2019
DMPP-1 d,DMPP-1,3.1417,0.04467,2.02,4.72,1632.0,6196.0,Radial Velocity,2019
DMPP-1 e,DMPP-1,5.516,0.0651,1.86,4.13,1314.0,6196.0,Radial Velocity,2019
DMPP-2 b,DMPP-2,5.203,0.06638,14.2,171.48,1000.0,6500.0,Radial Velocity,2019
DMPP-3 A b,DMPP-3 A,5.59,0.05958,1.44,2.67,854.0,5138.0,Radial Velocity,2019
GJ 1252 b,GJ 1252,0.5182331,0.00915,1.193,1.32,1090.0,3458.0,Transit,2020
WASP-150 b,WASP-150,5.644207,0.0694,11.99363,2688.8418,1460.0,6218.0,Transit,2020
WASP-176 b,WASP-176,3.899052,0.0535,16.869545,271.74465,1721.0,5941.0,Transit,2020
GJ 414 A b,GJ 414 A,50.8,0.2324,2.63,7.6,308.6,4120.0,Radial Velocity,2021
GJ 414 A c,GJ 414 A,749.83,1.4,8.4,53.83,124.7,4120.0,Radial Velocity,2021
GJ 849 c,GJ 849,5990.0,4.95,13.8,314.65012293,50.41,3467.0,Radial Velocity,2014
HD 211403 b,HD 211403,223.8,0.768,12.8,1760.76937478,380.0,6273.0,Radial Velocity,2021
HD 39194 b,HD 39194,5.63692,0.05895,1.99,4.62,915.16,5205.0,Radial Velocity,2021
HD 39194 c,HD 39194,14.0309,0.1083,2.65,7.49,675.19,5205.0,Radial Velocity,2021
HD 39194 d,HD 39194,33.874,0.1949,2.12,5.16,503.31,5205.0,Radial Velocity,2021
pi Men d,HD 39091,124.64,0.506,3.72,13.38,443.55,5998.0,Radial Velocity,2022
TOI-1272 b,TOI-1272,3.3159765,0.041,4.26,24.1,1051.0,4985.0,Transit,2022
TOI-672 b,TOI-672,3.633581,0.0376,5.31,50.9,699.5,3810.0,Transit,2023
TOI-815 b,TOI-815,11.197259,0.0903,2.94,7.6,686.0,4869.0,Transit,2024
TOI-1694 b,TOI-1694,3.7701389,0.0445,5.27,28.24,1037.0,5005.0,Transit,2023
LHS 1903 c,LHS 1903,6.226185,0.05387,2.046,4.55,559.0,3664.0,Transit,2026
LHS 1903 b,LHS 1903,2.1555098,0.02656,1.382,3.28,796.0,3664.0,Transit,2026
LHS 1903 d,LHS 1903,12.566287,0.08604,2.5,5.96,442.0,3664.0,Transit,2026
TOI-1752 b,TOI-1752,0.9351861,0.01624,1.693,3.51,1036.0,3762.0,Transit,2026
TOI-1752 c,TOI-1752,32.71443,0.1614,2.29,5.86,291.0,3762.0,Transit,2026
TOI-2048 b,TOI-2048,13.79019,,2.61,7.32,646.0,5185.0,Transit,2022
TOI-2147 b,TOI-2147,26.20518,0.172,10.5,116.0,820.0,5983.0,Transit,2026
TOI-4311 c,TOI-4311,15.070425,0.1116,2.47,13.58,671.0,5063.0,Transit,2026
TOI-4311 b,TOI-4311,0.9902738,0.01817,1.376,4.5,1664.0,5063.0,Transit,2026
TOI-4552 b,TOI-4552,0.30110032,0.0056255,1.11,1.83,1122.0,3258.0,Transit,2026
Kepler-177 b,Kepler-177,36.8601,0.21101,3.5,5.84,549.0,5732.0,Transit,2013
TOI-5624 d,TOI-5624,13.731468,0.1067,3.584,4.9,712.6,5327.0,Transit,2026
TOI-6019 b,TOI-6019,14.547952,0.1212,12.3,149.0,1095.0,5561.0,Transit,2026
TOI-1694 c,TOI-1694,386.25,0.974,13.8,316.55709337,222.0,5005.0,Radial Velocity,2023
Kepler-454 d,Kepler-454,4073.0,5.1,13.3,734.18362017,125.37,5687.0,Radial Velocity,2023
Kepler-10 d,Kepler-10,151.06,0.5379,3.49,12.0,387.0,5708.0,Radial Velocity,2023
TOI-815 c,TOI-815,34.976145,0.193,2.62,23.5,469.0,4869.0,Transit,2024
HD 89839 b,HD 89839,3391.2,4.713,12.8,1748.0562385,159.03,6314.0,Radial Velocity,2023
HD 104067 c,HD 104067,13.8992,0.1058,3.69,13.2,648.36,4952.0,Radial Velocity,2024
TOI-5624 b,TOI-5624,3.3903473,0.04201,2.314,9.4,1136.0,5327.0,Transit,2026
TOI-5624 c,TOI-5624,7.885385,0.07374,2.474,4.8,857.0,5327.0,Transit,2026
TOI-5624 e,TOI-5624,21.489936,0.1439,3.247,8.9,613.8,5327.0,Transit,2026
TOI-5789 c,TOI-5789,12.927748,0.1009,2.86,5.0,718.0,5185.0,Transit,2026
TOI-5789 b,TOI-5789,2.76369,0.03608,1.26,2.12,1201.0,5185.0,Radial Velocity,2026
TOI-5789 d,TOI-5789,29.65,0.1756,1.91,4.29,545.0,5185.0,Radial Velocity,2026
TOI-5789 e,TOI-5789,62.98,0.2901,3.43,11.61,424.0,5185.0,Radial Velocity,2026
LHS 1903 e,LHS 1903,29.31773,0.15135,1.732,5.79,333.0,3664.0,Transit,2026
DMPP-2 c,DMPP-2,3.168,0.04789,8.26,51.79,1910.88,6500.0,Radial Velocity,2026
DMPP-2 d,DMPP-2,16.491,0.1432,11.6,91.79,1105.06,6500.0,Radial Velocity,2026
DMPP-6 b,DMPP-6,7.6027,0.0779,2.28,5.8,1203.65,6182.09,Radial Velocity,2026
DMPP-6 c,DMPP-6,36.441,0.2206,3.74,13.47,715.27,6182.09,Radial Velocity,2026
DMPP-7 b,DMPP-7,4.984,0.05873,9.13,61.39,1480.51,5996.82,Radial Velocity,2026
DMPP-8 b,DMPP-8,62.915,0.3098,10.8,81.09,579.7,6009.0,Radial Velocity,2026
DMPP-9 b,DMPP-9,12.733,0.1097,3.89,14.43,995.58,6092.0,Radial Velocity,2026
TOI-5624 f,TOI-5624,45.37,0.2366,3.66,13.0,478.5,5327.0,Transit Timing Variations,2026
TIC 183374187 b,TIC 183374187,5.05907,,14.03364384,177.98390792,1379.0,5768.0,Transit,2026
NGTS-38 b,NGTS-38,180.52797,0.697,12.11690814,1516.04150139,457.0,6310.0,Transit,2026
Kepler-37 d,Kepler-37,39.7922622,0.2109,2.03,2.0,499.0,5357.0,Transit,2013
Kepler-93 b,Kepler-93,4.72673978,0.05343,1.478,4.66,1133.0,5669.0,Transit,2014
Kepler-37 c,Kepler-37,21.301848,0.139,0.755,1.3,615.0,5357.0,Transit,2013
Kepler-37 b,Kepler-37,13.36702,0.1019,0.3098,0.79,718.0,5357.0,Transit,2013
Kepler-37 e,Kepler-37,51.196,0.25,0.37,8.1,401.0,5288.0,Transit Timing Variations,2014
Kepler-10 b,Kepler-10,0.8374907,0.01685,1.47,3.24,2188.0,5708.0,Transit,2011
Kepler-10 c,Kepler-10,45.294301,0.241,2.355,11.29,579.0,5708.0,Transit,2011
Kepler-454 b,Kepler-454,10.5737534,0.09528,2.37,5.4,916.0,5687.0,Transit,2015
Kepler-177 c,Kepler-177,49.40926,0.25655,8.73,14.7,497.0,5732.0,Transit,2013
HAT-P-5 b,HAT-P-5,2.78849,0.04073,13.56289,311.4734,1517.0,5960.0,Transit,2007
HAT-P-6 b,HAT-P-6,3.85298,0.05239,16.58932,419.5356,1675.0,6570.0,Transit,2007
WASP-3 b,WASP-3,1.84683,0.0315,15.91678,772.3269,2020.0,6400.0,Transit,2007
WASP-7 b,WASP-7,4.9546416,0.0617,14.90797,305.1168,1487.0,6400.0,Transit,2008
XO-3 b,XO-3,3.19152309,0.04815,14.79585452,4217.58296089,1890.0,6970.0,Transit,2007
WASP-62 b,WASP-62,4.41195,0.0571,14.79588,165.2716,1475.3,6230.0,Transit,2012
HAT-P-38 b,HAT-P-38,4.640382,0.0523,9.247,84.857,1082.0,5330.0,Transit,2012
WASP-72 b,WASP-72,2.21673,0.03711,14.45961,731.009,2210.0,6250.0,Transit,2012
KELT-3 b,KELT-3,2.70339,0.04123,17.48604,616.5902,1816.0,6304.0,Transit,2013
K2-25 b,K2-25,3.48456408,0.0287,3.44,24.5,494.0,3207.0,Transit,2015
Kepler-1214 b,Kepler-1214,18.82634264,0.128,2.36,6.17,591.0,5130.0,Transit,2016
Kepler-27 b,Kepler-27,15.3348,0.118,4.0,2895.31,610.0,5400.0,Transit,2011
Kepler-1256 b,Kepler-1256,12.4127754,0.10733,1.49,2.83,933.0,6129.0,Transit,2016
Kepler-564 b,Kepler-564,3.750832285,0.0484,4.63,19.4,1129.0,5626.0,Transit,2016
Kepler-228 b,Kepler-228,2.566546,0.038,1.53,2.96,1360.0,6043.0,Transit,2014
HD 190007 b,HD 190007,11.724128,0.092,4.06,15.5,651.41,4610.0,Radial Velocity,2020
HD 155358 c,HD 155358,391.9,1.02,13.9,261.0,330.92,5900.0,Radial Velocity,2007
Kepler-891 b,Kepler-891,53.44945593,0.2881,6.41,33.6,486.0,5887.0,Transit,2016
TOI-1873 b,TOI-1873,7.00572708834,,2.86356397,8.57,923.5,5597.99,Transit,2026
Kepler-480 b,Kepler-480,4.919583795,0.06024,2.78,8.15,1312.0,6322.0,Transit,2016
Kepler-384 b,Kepler-384,22.597053,0.148,1.12,1.46,670.0,5577.0,Transit,2014
HATS-65 b,HATS-65,3.105161,0.04497,16.824709,260.93843,1634.0,6277.0,Transit,2018
Kepler-221 d,Kepler-221,10.04156,0.087,2.73,3.61,712.0,5243.0,Transit,2014
Kepler-296 f,Kepler-296,63.33627,0.255,1.8,3.89,274.0,3740.0,Transit,2014
TOI-512 b,TOI-512,7.18886,,1.54,3.57,1009.0,5277.0,Transit,2025
Kepler-1905 b,Kepler-1905,3.42392993,0.0451,1.4460734,2.69,1212.0,5788.0,Transit,2021
Kepler-230 c,Kepler-230,91.773242,0.38,2.04,4.82,359.0,5588.0,Transit,2014
Kepler-1713 b,Kepler-1713,18.01160049,0.14185,1.71673535,3.59,900.0,6477.0,Transit,2021
Kepler-1036 b,Kepler-1036,122.8808058,0.47726,3.01,9.32,326.0,5533.0,Transit,2016
Kepler-1863 b,Kepler-1863,44.99760056,0.23678,2.26309256,5.74,508.0,5871.0,Transit,2021
HD 51608 c,HD 51608,95.9446,0.3809,3.87,14.31,400.69,5358.0,Radial Velocity,2019
K2-121 b,K2-121,5.185738,0.0525,7.16,51.0,716.0,4526.0,Transit,2017
Kepler-1962 b,Kepler-1962,7.991459846,0.0783,1.21463929,1.95,901.0,5700.0,Transit,2021
Kepler-886 b,Kepler-886,6.24146367,0.06428,1.52,2.92,1111.0,6098.0,Transit,2016
Kepler-220 b,Kepler-220,4.159807,0.046,0.81,0.457,759.0,4632.0,Transit,2014
Kepler-444 b,Kepler-444,3.6001053,0.04178,0.403,0.0374,938.0,5046.0,Transit,2015
Kepler-402 d,Kepler-402,8.921099,0.087,1.38,2.48,1006.0,6090.0,Transit,2014
GJ 832 b,GJ 832,3853.0,3.7,13.8,314.65012293,57.84,3472.0,Radial Velocity,2008
Kepler-414 b,Kepler-414,4.7,0.0543,1.71,3.5,1024.0,5536.0,Transit Timing Variations,2014
Kepler-1480 b,Kepler-1480,22.12679948,0.1525,1.67,3.43,721.0,5156.0,Transit,2016
TOI-2141 c,TOI-2141,5.4624,0.0585,2.35,6.14,1095.0,5635.0,Radial Velocity,2025
Kepler-24 d,Kepler-24,4.244384,0.051,1.67,293.959,1305.0,5897.0,Transit,2014
HAT-P-2 b,HAT-P-2,5.6335158,0.06814,10.659759,2866.81223114,1540.0,6380.0,Transit,2007
Kepler-1083 b,Kepler-1083,33.4177993,0.1899,3.36,11.2,448.0,5049.0,Transit,2016
Kepler-576 b,Kepler-576,29.91136794,0.179,3.27,10.7,541.0,5672.0,Transit,2016
Gl 410 b,Gl 410,6.02,0.0531,2.83,8.4,592.44,3842.0,Radial Velocity,2025
Kepler-1321 b,Kepler-1321,11.12830484,0.0781,4.92,21.5,408.0,4094.0,Transit,2016
Kepler-1599 b,Kepler-1599,122.363553,0.4823,1.62,3.26,407.0,5767.0,Transit,2016
Kepler-219 c,Kepler-219,22.714613,0.165,3.58,12.5,766.0,5786.0,Transit,2014
Kepler-1790 b,Kepler-1790,31.58889961,0.20989,3.1446145,10.0,682.0,5866.0,Transit,2021
HATS-35 b,HATS-35,1.8209993,0.03199,16.409976,388.38826,2037.0,6300.0,Transit,2016
Kepler-112 c,Kepler-112,28.574263,0.172,2.4,6.35,538.0,5544.0,Transit,2014
HD 103891 b,HD 103891,1919.0,3.27,13.2,918.52409623,241.25,6072.0,Radial Velocity,2022
WASP-8 c,WASP-8,4323.0,5.28,12.5,3003.37,116.99,5690.0,Radial Velocity,2013
Kepler-165 b,Kepler-165,8.180848,0.072,2.32,5.99,716.0,5211.0,Transit,2014
WASP-92 b,WASP-92,2.1746742,0.0348,16.376349,255.85315,1871.0,6280.0,Transit,2016
Kepler-1290 b,Kepler-1290,4.69500134,0.0557,1.42,2.6,1098.0,5660.0,Transit,2016
Kepler-1025 b,Kepler-1025,37.3229493,0.21607,1.98,4.58,1654.0,6089.0,Transit,2016
Kepler-1679 b,Kepler-1679,9.75376,0.0892,2.0692036,4.93,813.0,5501.0,Transit,2020
Kepler-350 c,Kepler-350,17.849,0.1385,3.1,6.1,888.0,6492.3,Transit,2013
Kepler-773 b,Kepler-773,3.749100061,0.04682,1.43,2.63,1160.0,5850.0,Transit,2016
HD 51608 b,HD 51608,14.0726,0.1059,3.62,12.77,759.92,5358.0,Radial Velocity,2019
TOI-912 b,TOI-912,4.6780691,0.041,1.93,5.1,551.0,3572.0,Transit,2025
Kepler-630 b,Kepler-630,161.4743937,0.56201,3.18,10.2,343.0,5829.0,Transit,2016
Kepler-874 b,Kepler-874,40.0686727,0.2234,3.94,14.7,560.0,6020.0,Transit,2016
Kepler-1948 b,Kepler-1948,15.57129955,0.1022,1.03283226,1.09,399.0,3872.0,Transit,2021
Kepler-196 c,Kepler-196,47.427737,0.24,2.24,5.65,407.0,5128.0,Transit,2014
Kepler-1810 b,Kepler-1810,101.1330032,0.4137,3.91815325,14.6,380.0,5492.0,Transit,2021
Kepler-247 b,Kepler-247,3.33616,0.042,1.64,3.33,970.0,5100.0,Transit,2014
Kepler-182 c,Kepler-182,20.684342,0.157,3.43,11.6,729.0,6250.0,Transit,2014
Kepler-1303 b,Kepler-1303,7.56127224,0.0751,1.42,2.6,891.0,5771.0,Transit,2016
Kepler-110 c,Kepler-110,31.719775,0.198,2.21,5.52,743.0,5960.0,Transit,2014
TOI-375 b,TOI-375,9.45469,0.099,10.77183045,236.78216321,1373.0,5259.9,Transit,2026
Kepler-866 b,Kepler-866,2.617032536,0.0331,1.63,3.29,996.0,4751.0,Transit,2016
Kepler-549 b,Kepler-549,42.9495649,0.23236,2.57,11.0,487.0,5360.0,Transit,2016
Kepler-347 d,Kepler-347,85.517344,0.3802,3.04,9.48,482.0,5592.0,Transit,2023
Kepler-965 b,Kepler-965,134.2527298,0.50998,3.38,11.4,393.0,5886.0,Transit,2016
HD 164922 c,HD 164922,75.74,0.341,3.66,13.0,400.5,5390.0,Radial Velocity,2016
Kepler-280 c,Kepler-280,4.807091,0.056,2.01,4.7,1088.0,5744.0,Transit,2014
Kepler-645 b,Kepler-645,3.275822621,0.04541,2.1,5.06,1730.0,6170.0,Transit,2016
HIP 55507 b,HIP 55507,5138.43727,5.062,12.6,2585.53409095,76.05,4171.0,Radial Velocity,2022
Kepler-399 d,Kepler-399,58.034616,0.261,1.89,4.23,486.0,5502.0,Transit,2014
K2-58 d,K2-58,22.8827,0.1517,1.71,3.57,621.48,5413.0,Transit,2016
NGC 2682 Sand 1429 b,NGC 2682 Sand 1429,77.48,0.384,13.4,572.0911326,683.0,6000.0,Radial Velocity,2024
Kepler-1630 b,Kepler-1630,509.997402,1.1218,2.19,5.43,182.0,4736.0,Transit,2016
KELT-12 b,KELT-12,5.031623,0.06708,19.95202,301.9385,1800.0,6279.0,Transit,2017
Kepler-1441 b,Kepler-1441,39.4419839,0.2346,1.31,2.27,682.0,5802.0,Transit,2016
Kepler-192 b,Kepler-192,9.926746,0.09,2.74,7.95,803.0,5479.0,Transit,2014
Kepler-115 b,Kepler-115,2.403679,0.036,1.09,1.32,1489.0,5979.0,Transit,2014
Kepler-1455 b,Kepler-1455,49.276764,0.2149,2.16,5.31,298.0,4075.0,Transit,2016
Kepler-283 b,Kepler-283,11.008151,0.082,2.13,5.18,488.0,4351.0,Transit,2014
HAT-P-52 b,HAT-P-52,2.7535953,0.03694,11.309881,259.98494,1218.0,5131.0,Transit,2015
Kepler-341 d,Kepler-341,27.666313,0.182,1.85,4.08,622.0,6012.0,Transit,2014
Kepler-1489 b,Kepler-1489,82.294751,0.3679,1.77,3.78,400.0,5655.0,Transit,2016
HD 156411 b,HD 156411,842.2,1.88,14.0,235.18,304.95,5900.0,Radial Velocity,2009
Kepler-926 b,Kepler-926,52.0688601,0.2739,2.31,5.95,524.0,5806.0,Transit,2016
K2-325 b,K2-325,6.93,0.0419,2.2,5.48,423.0,3287.0,Transit,2020
Kepler-879 b,Kepler-879,33.3855938,0.2012,2.57,7.13,580.0,5792.0,Transit,2016
Kepler-1641 b,Kepler-1641,19.672266,0.1473,3.11,9.85,908.0,6152.0,Transit,2016
Kepler-1924 b,Kepler-1924,15.33170033,0.1216,2.65446572,7.53,821.0,5726.0,Transit,2021
GJ 740 b,GJ 740,2.37756,0.029,1.53,2.96,829.0,3913.0,Radial Velocity,2021
Kepler-68 d,Kepler-68,632.62,1.469,13.9,267.0,260.75,5847.0,Radial Velocity,2013
WASP-108 b,WASP-108,2.67555212374,,15.13212395,283.50293904,1589.0,6783.0,Transit,2020
Kepler-184 c,Kepler-184,20.303005,0.141,1.97,8.8,630.0,5788.0,Transit,2014
Lupus-TR-3 b,Lupus-TR-3,3.91405,0.0464,9.976,257.431,1013.56,5000.0,Transit,2007
Kepler-1087 b,Kepler-1087,0.693842855,0.01554,0.61,0.165,2161.0,5589.0,Transit,2016
HIP 8923 b,HIP 8923,5160.0,5.9,12.5,3171.92750186,136.48,5980.0,Radial Velocity,2026
Kepler-1356 b,Kepler-1356,0.634002937,0.0136,1.53,2.96,1714.0,5106.0,Transit,2016
Kepler-969 c,Kepler-969,1.682934604,0.0265,0.99,0.937,1270.0,5214.0,Transit,2016
TOI-6223 b,TOI-6223,3.855219,0.04018,5.07,22.6,714.0,3895.0,Transit,2025
TOI-7384 b,TOI-7384,6.2340258,0.0439,3.56,12.4,378.0,3185.0,Transit,2026
Kepler-832 b,Kepler-832,7.1396941,0.075,2.06,4.9,965.0,5596.0,Transit,2016
Kepler-988 b,Kepler-988,17.76080053,0.1085,2.07,4.94,368.0,4005.0,Transit,2016
TOI-1278 b,TOI-1278,14.47567,0.095,12.21778896,5879.8255295,407.87,3799.0,Transit,2021
Kepler-732 c,Kepler-732,0.893041236,0.0143,1.27,2.15,893.0,3631.0,Transit,2016
Kepler-533 b,Kepler-533,28.51120525,0.16704,3.38,11.4,423.0,4758.0,Transit,2016
Kepler-392 c,Kepler-392,10.423118,0.093,1.1,1.37,901.0,5938.0,Transit,2014
HIP 10090 c,HIP 10090,321.82,0.9,13.9,270.15414595,338.35,5661.0,Radial Velocity,2026
TOI-7510 c,TOI-7510,22.5687423,0.1595,10.81,131.0,702.0,5720.0,Transit,2025
Kepler-354 d,Kepler-354,24.209842,0.146,1.24,2.07,451.0,4648.0,Transit,2014
Kepler-1342 b,Kepler-1342,2.215710358,0.0313,1.66,3.39,1283.0,5527.0,Transit,2016
Kepler-1059 b,Kepler-1059,3.764191048,0.044,1.73,3.64,908.0,4906.0,Transit,2016
Kepler-518 b,Kepler-518,8.512035877,0.07996,2.11,5.1,839.0,5842.0,Transit,2016
TOI-128.01,TOI-128,4.9404681,0.05381019,2.21898,5.56,1344.51,6086.0,Transit,2024
Kepler-154 c,Kepler-154,62.303276,0.303,2.95,9.01,454.0,5690.0,Transit,2014
TOI-6564 b,TOI-6564,3.985413,0.0542,16.39873876,222.16205649,1445.0,5943.0,Transit,2026
TOI-558 b,TOI-558,14.574071,0.1291,12.17295304,1147.36054927,1061.0,6466.0,Transit,2021
TOI-969 b,TOI-969,1.8237305,0.02636,2.765,9.1,941.0,4435.0,Transit,2022
Kepler-472 b,Kepler-472,4.176255514,0.04823,3.22,10.5,876.0,4996.0,Transit,2016
Kepler-1129 b,Kepler-1129,24.3397804,0.16481,2.96,9.06,737.0,5831.0,Transit,2016
Kepler-1836 b,Kepler-1836,5.254169941,0.0602,2.55303229,7.05,1093.0,6123.0,Transit,2021
Kepler-52 c,Kepler-52,16.3850021,0.10379,1.84,45.4,433.0,4075.0,Transit,2012
WASP-67 b,WASP-67,4.61442,0.05179,12.89035,136.6669,1003.0,5200.0,Transit,2012
Kepler-9 c,Kepler-9,38.9853,0.227,8.08,29.9,523.0,5774.0,Transit,2010
Kepler-238 c,Kepler-238,6.155557,0.069,2.39,152.522,1146.0,5751.0,Transit,2014
Kepler-55 c,Kepler-55,42.1516418,0.2095,2.21,69.8,349.0,4362.0,Transit,2012
Kepler-218 b,Kepler-218,3.619337,0.046,1.48,2.79,1156.0,5502.0,Transit,2014
Kepler-424 b,Kepler-424,3.3118644,0.044,9.98,327.35,1116.0,5460.0,Transit,2014
Kepler-720 b,Kepler-720,4.708326542,0.0539,8.41,53.4,1162.0,5618.0,Transit,2016
HD 16175 b,HD 16175,990.0,2.12,12.8,1875.1876013,259.78,5981.0,Radial Velocity,2009
Kepler-1195 b,Kepler-1195,8.49642241,0.0726,2.08,4.98,702.0,4965.0,Transit,2016
EPIC 212737443 c,EPIC 212737443,65.55,0.28,2.69,7.7,316.0,4684.0,Transit,2019
Kepler-882 b,Kepler-882,3.989539666,0.04741,1.23,2.04,903.0,5476.0,Transit,2016
Kepler-1312 b,Kepler-1312,5.448325286,0.06053,2.1,5.06,978.0,5719.0,Transit,2016
Kepler-272 b,Kepler-272,2.971353,0.038,1.43,78.0,1200.0,5297.0,Transit,2014
TOI-1710 b,TOI-1710,24.28336,0.163,5.258,13.2,602.99,5730.0,Transit,2022
Kepler-212 b,Kepler-212,16.257582,0.133,1.09,1.32,830.0,5852.0,Transit,2014
Kepler-55 d,Kepler-55,2.211099,0.029,1.59,3.15,931.0,4503.0,Transit,2014
Kepler-999 b,Kepler-999,5.991857017,0.06918,2.34,6.08,1355.0,6237.0,Transit,2016
TOI-2194 b,TOI-2194,15.337597,,1.9892,4.61,590.88,4756.0,Transit,2023
Kepler-1143 c,Kepler-1143,210.630591,0.6477,3.6,12.6,234.0,5053.0,Transit,2016
